record_id,batch,continent,zone,item_name,item_category,slot,equippable,inventory_only,magic,lore,no_drop,quest_item,weight,size,classes_classic,races_classic,stats_raw,damage,delay,weapon_skill,proc_click_focus,source_npc,source_npc_level,source_npc_class,source_npc_race_type,placeholder,placeholder_level_range,nearby_enemy_level_range,spawn_type,spawn_location,respawn_timer,time_condition,special_abilities,social_or_add_risk,faction_consequences,drop_frequency,drop_rate_reported,drop_notes,era_status,tlp_status,legends_status,best_for_classes,best_for_archetypes,general_value_notes,personal_build_notes,effect_transfer_value,target_priority_general,duplicate_item_group,inclusion_reason,source_scope,core_or_supplemental,data_confidence,source_primary,source_secondary,research_notes,approved,revision,stats_classic,stats_eql,classes_eql,races_eql,source_npc_level_classic,source_npc_level_eql,eql_verification_status,eql_audit_action,eql_npc_confirmed,eql_item_confirmed,eql_drop_source_confirmed,eql_stats_match,eql_classes_match,eql_races_match,eql_effect_match,eql_spawn_match,eql_era_status,eql_wiki_source,eql_official_source,eql_last_checked,eql_changes_summary,eql_verification_notes,official_override_status,official_source_checked,eql_wiki_listing_status,eql_wiki_verification_state,current_build_confirmed,evidence_grade,evidence_strength,conflict_status,classic_original_launch,classic_historical_era,last_directly_observed,primary_evidence_layer,per_field_provenance_notes,schema_version,record_type,record_status,source_record_id,canonical_record_id,parent_record_id,related_record_ids,display_default,searchable,record_notes,faction_risk_level,faction_hits_known,faction_gains_known,city_access_risk,merchant_access_risk,quest_access_risk,initial_disposition,protected_npc_type,faction_behavior_notes,creature_family,creature_subfamily,normalized_source_name,source_name_aliases,shared_loot_family,family_faction,family_hostility,family_zone_scope,source_variant_notes,zone_type,zone_subarea,zone_wing,zone_floor,camp_or_room,location_coordinates,location_description,navigation_notes,escape_or_exit_risk,environmental_hazards,encounter_name,encounter_type,encounter_tier,encounter_group_size,encounter_raid_size,encounter_difficulty,encounter_trigger,encounter_scripted,encounter_phases,encounter_adds,encounter_failure_condition,encounter_reset_behavior,encounter_notes,placeholder_npc,placeholder_cycle,spawn_probability,spawn_count,spawn_window,respawn_variance,despawn_condition,spawn_dependencies,spawn_guaranteed,spawn_mechanics_notes,instance_status,instance_type,instance_name,instance_entry_method,instance_reuse_timer,loot_lockout_type,loot_lockout_duration,lockout_scope,lockout_applies_per_npc,lockout_applies_per_instance,lockout_bypass_conditions,instance_notes,loot_delivery_method,loot_container_name,loot_table_name,loot_table_tier,loot_pool_type,loot_roll_type,loot_quantity_min,loot_quantity_max,loot_slots_reported,loot_selection_behavior,shared_loot_notes,currency_drop,loot_delivery_notes,drop_rate_type,drop_rate_numerator,drop_rate_denominator,drop_rate_sample_size,drop_rate_pool_probability,drop_rate_item_probability,drop_rate_source,drop_rate_confidence,drop_rate_conditions,access_requirement,access_key_item,access_key_consumed,access_quest,minimum_recommended_level,minimum_group_size,minimum_raid_size,class_role_requirements,door_or_lock_requirement,levitation_required,underwater_required,resist_requirements,corpse_recovery_difficulty,bind_or_reentry_notes,access_notes,encounter_hp,encounter_ac,damage_per_hit_min,damage_per_hit_max,attacks_per_round,aoe_effects,single_target_effects,debuffs,summons_players,enrages,rampage,flurry,banishes,mem_blur,charm,fear,death_touch,resist_profile,immunity_profile,combat_mechanics_notes,raid_target,raid_classification,raid_progression_role,raid_prerequisite,contested_status,racing_or_engagement_rules,racing_line,open_world_competition,recommended_composition,raid_notes,quest_name,quest_step,quest_role,epic_class,progression_category,required_for_access,required_for_spawn,required_for_turn_in,reward_type,quest_dependency_notes,content_availability,availability_context,availability_start,availability_end,availability_condition,beta_availability_status,launch_availability_status,instance_availability_status,compatibility_action,compatibility_reason,custom_tags,alternate_names,content_group_id,data_extension_json
B16-BEF-023,16,,Befallen,Rune of Proximity,Spell Research,,,,,,,,,,,,,,,,,a necro theurgist,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-023,,,Yes,Yes,,,,,,,,,,,,,a necro theurgist,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-024,16,,Befallen,Part of Tasarin's Grimoire Pg. 312,Spell Research,,,,,,,Yes,,,,,,,,,,a necro theurgist,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-024,,,Yes,Yes,,,,,,,,,,,,,a necro theurgist,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-025,16,,Befallen,Gnome Meat,,,,Yes,,,,Yes,,,,,,,,,,a necro theurgist,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-025,,,No,Yes,,,,,,,,,,,,,a necro theurgist,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-026,16,,Befallen,Icon of the Ardent,,,,,,,Yes,Yes,,,,,,,,,,Boondin Babbinsbort,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-026,,,Yes,Yes,,,,,,,,,,,,,Boondin Babbinsbort,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Dropped Component,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-027,16,,Befallen,Mallet Stem,,,,,,,,Yes,,,,,,,,,,Cmdr Windstream,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-027,,,Yes,Yes,,,,,,,,,,,,,Cmdr Windstream,,,,,,,Indoor Dungeon,,,,,,,,,,,Triggered Quest Encounter,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,Thex Mallet Quest,,Container / assembly component,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-028,16,,Befallen,Mallet Head,,,,,,,,Yes,,,,,,,,,,an elf skeleton,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-028,,,Yes,Yes,,,,,,,,,,,,,an elf skeleton,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,47%,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,Thex Mallet Quest,,Assembly component,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-029,16,,Befallen,Mallet Hilt,,,,,,,,Yes,,,,,,,,,,an elf skeleton,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-029,,,Yes,Yes,,,,,,,,,,,,,an elf skeleton,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,47%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,Thex Mallet Quest,,Assembly component,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-030,16,,Befallen,Copper Ring,,,,,,,,Yes,,,,,,,,,,Gynok Moltor,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-030,,,Yes,Yes,,,,,,,,,,,,,Gynok Moltor,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,Paw of Opolla Quest,,Dropped Component,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-031,16,,Befallen,Silver Ring,,,,,,,,Yes,,,,,,,,,,Gynok Moltor,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-031,,,Yes,Yes,,,,,,,,,,,,,Gynok Moltor,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,Paw of Opolla Quest,,Dropped Component,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-032,16,,Befallen,Gold Ring,,,,,,,,Yes,,,,,,,,,,Gynok Moltor,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-032,,,Yes,Yes,,,,,,,,,,,,,Gynok Moltor,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,Paw of Opolla Quest,,Dropped Component,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-033,16,,Befallen,Platinum Ring,,,,,,,,Yes,,,,,,,,,,Gynok Moltor,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-033,,,Yes,Yes,,,,,,,,,,,,,Gynok Moltor,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,Paw of Opolla Quest,,Dropped Component,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-034,16,,Befallen,Pristine Studded Leather Bracer,,Wrist,,,,,,,,,,,,,,,,Arisen Thaumaturgist,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,AC 6; HP 5; INT 2; FR 3,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-034,,,Yes,Yes,,,,,,,,,,,,,Arisen Thaumaturgist,,Pristine Studded Armor,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-035,16,,Befallen,Thaumaturgist's Sash,,Waist,,,,,,,,,,,,,,,,Arisen Thaumaturgist,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-035,,,Yes,Yes,,,,,,,,,,,,,Arisen Thaumaturgist,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-036,16,,Befallen,Pristine Studded Leather Gloves,,Hands,,,,,,,,,,,,,,,,Footman of V`Zher,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,AC 5; Mana 5; DEX 2; WIS 2,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-036,,,Yes,Yes,,,,,,,,,,,,,Footman of V`Zher,,Pristine Studded Armor,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-037,16,,Befallen,Silver Plated War Sword,,Primary,,,,,Yes,,,,,,,15,38,,,Footman of V`Zher,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,STR 5; CHA -5; HP 15,WAR PAL RNG SHD,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-037,,,Yes,Yes,,,,,,,,,,,,,Footman of V`Zher,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-038,16,,Befallen,Golem Metal Wand,Utility Click,,,,,,,,,,,,,,,,Unlimited charges: Pillage Enchantment; 1.5 sec cast; usable from any slot,Kahaptra Z`Taj,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,,All,All,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-038,,,Yes,Yes,,,,,,,,,,,,,Kahaptra Z`Taj,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-039,16,,Befallen,Enchanted Fine Steel Great Staff,,Primary,,,,,,,,,,,,15,42,,,Kahaptra Z`Taj,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,INT 4; WIS 4,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-039,,,Yes,Yes,,,,,,,,,,,,,Kahaptra Z`Taj,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-040,16,,Befallen,Enchanted Fine Steel Bastard Sword,,Primary,,,,,,,,,,,,20,42,,,Knight V`Tal,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,STR 7,WAR PAL RNG SHD BER,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-040,,,Yes,Yes,,,,,,,,,,,,,Knight V`Tal,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-041,16,,Befallen,Enchanted Fine Steel Long Sword,,Primary; Secondary,,,,,,,,,,,,7,28,,,Knight V`Tal,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,STR 5; AGI 2,WAR PAL RNG SHD BRD ROG,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-041,,,Yes,Yes,,,,,,,,,,,,,Knight V`Tal,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-042,16,,Befallen,Enchanted Fine Steel Rapier,,Primary; Secondary,,,,,,,,,,,,5,19,,,Korven Nisere,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,STR 2; AGI 5,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-042,,,Yes,Yes,,,,,,,,,,,,,Korven Nisere,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,Common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-043,16,,Befallen,Shimmering Ruby Stiletto,,Primary; Secondary,,,,,Yes,,,,,,,10,30,,Combat proc: Ignite at level 1,Korven Nisere,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,DEX 2; PR 10,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-043,,,Yes,Yes,,,,,,,,,,,,,Korven Nisere,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,Rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-044,16,,Befallen,Pristine Studded Leather Sleeves,,Arms,,,,,,,,,,,,,,,,Soldier of V`Zher,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,AC 8; HP 5; STR 3; STA 2,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-044,,,Yes,Yes,,,,,,,,,,,,,Soldier of V`Zher,,Pristine Studded Armor,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-045,16,,Befallen,Pristine Studded Leather Leggings,,Legs,,,,,,,,,,,,,,,,Soldier of V`Zher,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,AC 12; STA 5; DEX 2,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-045,,,Yes,Yes,,,,,,,,,,,,,Soldier of V`Zher,,Pristine Studded Armor,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-046,16,,Befallen,Pristine Studded Leather Tunic,,Chest,,,,,,,,,,,,,,,,Baron Telyx V`Zher,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,AC 14; STR 2; AGI 2; DEX 2; PR 5,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-046,,,Yes,Yes,,,,,,,,,,,,,Baron Telyx V`Zher,,Pristine Studded Armor,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
B16-BEF-047,16,,Befallen,The Baron's Blade,,Primary; Secondary,,,,,,,,,,,,10,30,,,Baron Telyx V`Zher,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notable Befallen loot, access item, quest component, or meaningful source relationship.",,Core,,,,,Yes,1,,DEX 5; STA 5; HP 5,,,,,,Add,,,,,,,,,,,,2026-07-27,,,,,,,,C,"Current EQL item, NPC, or zone-table relationship.",None identified,,,,Current EQL Wiki,,EQL-LOOT-1.0,loot,Active,,B16-BEF-047,,,Yes,Yes,,,,,,,,,,,,,Baron Telyx V`Zher,,,,,,,Indoor Dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,Rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,,,,,Confirmed,Unconfirmed,,,,,,B16-BEF,
