record_id,batch,continent,zone,item_name,item_category,slot,equippable,inventory_only,magic,lore,no_drop,quest_item,weight,size,classes_classic,races_classic,stats_raw,damage,delay,weapon_skill,proc_click_focus,source_npc,source_npc_level,source_npc_class,source_npc_race_type,placeholder,placeholder_level_range,nearby_enemy_level_range,spawn_type,spawn_location,respawn_timer,time_condition,special_abilities,social_or_add_risk,faction_consequences,drop_frequency,drop_rate_reported,drop_notes,era_status,tlp_status,legends_status,best_for_classes,best_for_archetypes,general_value_notes,personal_build_notes,effect_transfer_value,target_priority_general,duplicate_item_group,inclusion_reason,source_scope,core_or_supplemental,data_confidence,source_primary,source_secondary,research_notes,approved,revision,stats_classic,stats_eql,classes_eql,races_eql,source_npc_level_classic,source_npc_level_eql,eql_verification_status,eql_audit_action,eql_npc_confirmed,eql_item_confirmed,eql_drop_source_confirmed,eql_stats_match,eql_classes_match,eql_races_match,eql_effect_match,eql_spawn_match,eql_era_status,eql_wiki_source,eql_official_source,eql_last_checked,eql_changes_summary,eql_verification_notes,official_override_status,official_source_checked,eql_wiki_listing_status,eql_wiki_verification_state,current_build_confirmed,evidence_grade,evidence_strength,conflict_status,classic_original_launch,classic_historical_era,last_directly_observed,primary_evidence_layer,per_field_provenance_notes
B11-JPF-004,11,Antonica,Jaggedpine Forest,Forest Poacher Drop Group,Research placeholder,Inventory,No,Yes,,,,,,,,,,,,,,Jaggedpine poachers,Unverified,,,,,,Historical hostile humanoid population,,,,,,,,,,,,,,,,,,,Forest Poacher Drop Group,Research scaffold pending EQL confirmation,Historical Jaggedpine source,Core,Medium,https://eqlwiki.com/Jaggedpine_Forest,,,Yes,4,,,,,Unverified,Unverified,Classic baseline only — EQL availability unresolved,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,Later-era zone; EQL beta accessibility unconfirmed,https://eqlwiki.com/Jaggedpine_Forest,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,E,Classic historical baseline only; EQL availability unresolved,None identified,No,October 2002 / post-Luclin,,Classic historical baseline,Added from approved Batch 11 audit.
B11-JPF-005,11,Antonica,Jaggedpine Forest,Gnoll Faction Quest Components,Research placeholder,Inventory,No,Yes,,,,,,,,,,,,,,Darkpaw gnolls,Unverified,,,,,,Historical gnoll population,,,,,,,,,,,,,,,,,,,Gnoll Faction Quest Components,Research scaffold pending EQL confirmation,Historical Jaggedpine source,Core,Medium,https://eqlwiki.com/Jaggedpine_Forest,,,Yes,4,,,,,Unverified,Unverified,Classic baseline only — EQL availability unresolved,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,Later-era zone; EQL beta accessibility unconfirmed,https://eqlwiki.com/Jaggedpine_Forest,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,E,Classic historical baseline only; EQL availability unresolved,None identified,No,October 2002 / post-Luclin,,Classic historical baseline,Added from approved Batch 11 audit.
B11-JPF-006,11,Antonica,Jaggedpine Forest,Druid/Ranger Quest Rewards,Research placeholder,Inventory,No,Yes,,,,,,,,,,,,,,Jaggedpine quest NPCs,Unverified,,,,,,Historical quest reward,,,,,,,,,,,,,,,,,,,Druid/Ranger Quest Rewards,Research scaffold pending EQL confirmation,Historical Jaggedpine source,Core,Medium,https://eqlwiki.com/Jaggedpine_Forest,,,Yes,4,,,,,Unverified,Unverified,Classic baseline only — EQL availability unresolved,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,Later-era zone; EQL beta accessibility unconfirmed,https://eqlwiki.com/Jaggedpine_Forest,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,E,Classic historical baseline only; EQL availability unresolved,None identified,No,October 2002 / post-Luclin,,Classic historical baseline,Added from approved Batch 11 audit.
B11-JPF-007,11,Antonica,Jaggedpine Forest,Regional Animal Named Drops,Research placeholder,Inventory,No,Yes,,,,,,,,,,,,,,Named forest animals,Unverified,,,,,,Historical named animal sources,,,,,,,,,,,,,,,,,,,Regional Animal Named Drops,Research scaffold pending EQL confirmation,Historical Jaggedpine source,Core,Medium,https://eqlwiki.com/Jaggedpine_Forest,,,Yes,4,,,,,Unverified,Unverified,Classic baseline only — EQL availability unresolved,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,Later-era zone; EQL beta accessibility unconfirmed,https://eqlwiki.com/Jaggedpine_Forest,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,E,Classic historical baseline only; EQL availability unresolved,None identified,No,October 2002 / post-Luclin,,Classic historical baseline,Added from approved Batch 11 audit.
B11-JPF-008,11,Antonica,Jaggedpine Forest,Jaggedpine Tradeskill Materials,Research placeholder,Inventory,No,Yes,,,,,,,,,,,,,,Forest population,Unverified,,,,,,Historical outdoor population,,,,,,,,,,,,,,,,,,,Jaggedpine Tradeskill Materials,Research scaffold pending EQL confirmation,Historical Jaggedpine source,Core,Medium,https://eqlwiki.com/Jaggedpine_Forest,,,Yes,4,,,,,Unverified,Unverified,Classic baseline only — EQL availability unresolved,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,Later-era zone; EQL beta accessibility unconfirmed,https://eqlwiki.com/Jaggedpine_Forest,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,E,Classic historical baseline only; EQL availability unresolved,None identified,No,October 2002 / post-Luclin,,Classic historical baseline,Added from approved Batch 11 audit.
B11-GOX-001,11,Antonica,Gorge of King Xorbb,Polished Bone Bracelet,Armor / focus item,Wrist,Yes,No,,,,,,,,,AC 2; WIS +3; INT +3,,,,Focus: Affliction Efficiency I,Lord Soptyvr or zone source,Unverified,,,,,,Named or population source,,,,,,,,,,,,,,,,,,,Polished Bone Bracelet,Approved Gorge notable item,Gorge source,Core,High,https://eqlwiki.com/Gorge_of_King_Xorbb,,,Yes,4,AC 2; WIS +3; INT +3,AC 2; WIS +3; INT +3,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Gorge_of_King_Xorbb,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-GOX-002,11,Antonica,Gorge of King Xorbb,Minotaur Ribcage,Armor,Chest,Yes,No,,,,,,,,,,,,,,Yymp the Infernal,Unverified,,,,,,Named or population source,,,,,,,,,,,,,,,,,,,Minotaur Ribcage,Approved Gorge notable item,Gorge source,Core,High,https://eqlwiki.com/Gorge_of_King_Xorbb,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Gorge_of_King_Xorbb,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-GOX-003,11,Antonica,Gorge of King Xorbb,Humerus Handled Mace,Weapon,Primary / Secondary,Yes,No,,,,,,,,,,,,,,goblin alchemist,Unverified,,,,,,Named or population source,,,,,,,,,,,,,,,,,,,Humerus Handled Mace,Approved Gorge notable item,Gorge source,Core,High,https://eqlwiki.com/Gorge_of_King_Xorbb,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Gorge_of_King_Xorbb,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-GOX-004,11,Antonica,Gorge of King Xorbb,Lens of Lord Soptyvr,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,Lord Soptyvr,Unverified,,,,,,Named or population source,,,,,,,,,,,,,,,,,,,Lens of Lord Soptyvr,Approved Gorge notable item,Gorge source,Core,High,https://eqlwiki.com/Gorge_of_King_Xorbb,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Gorge_of_King_Xorbb,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-GOX-005,11,Antonica,Gorge of King Xorbb,Labyrinth Talisman,Jewelry,Neck,Yes,No,,,,,,,,,,,,,,Brahhm,Unverified,,,,,,Named or population source,,,,,,,,,,,,,,,,,,,Labyrinth Talisman,Approved Gorge notable item,Gorge source,Core,High,https://eqlwiki.com/Gorge_of_King_Xorbb,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Gorge_of_King_Xorbb,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-GOX-006,11,Antonica,Gorge of King Xorbb,Ring of Xorbb,Jewelry,Finger,Yes,No,,,,,,,,,,,,,,King Xorbb,Unverified,,,,,,Named or population source,,,,,,,,,,,,,,,,,,,Ring of Xorbb,Approved Gorge notable item,Gorge source,Core,High,https://eqlwiki.com/Gorge_of_King_Xorbb,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Gorge_of_King_Xorbb,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-GOX-007,11,Antonica,Gorge of King Xorbb,Slime Crystal Staff,Weapon / proc item,Primary / Secondary,Yes,No,,,,,,,,,5 damage / 28 delay,,,,Combat proc: Sicken,Zone named/source,Unverified,,,,,,Named or population source,,,,,,,,,,,,,,,,,,,Slime Crystal Staff,Approved Gorge notable item,Gorge source,Core,High,https://eqlwiki.com/Gorge_of_King_Xorbb,,,Yes,4,5 damage / 28 delay,5 damage / 28 delay,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Gorge_of_King_Xorbb,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-GOX-008,11,Antonica,Gorge of King Xorbb,Brahhm's Horn,Instrument / effect item,Secondary,Yes,No,,,,,,,,,,,,,Wind Resonance 11,Brahhm,Unverified,,,,,,Named or population source,,,,,,,,,,,,,,,,,,,Brahhm's Horn,Approved Gorge notable item,Gorge source,Core,High,https://eqlwiki.com/Gorge_of_King_Xorbb,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Gorge_of_King_Xorbb,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-GOX-009,11,Antonica,Gorge of King Xorbb,Beholder Optic Fluid,Major quest item,Inventory,No,Yes,,,,,,,,,,,,,,evil eyes and named eye sources,Unverified,,,,,,Named or population source,,,,,,,,,,,,,,,,,,,Beholder Optic Fluid,Approved Gorge notable item,Gorge source,Core,High,https://eqlwiki.com/Gorge_of_King_Xorbb,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Gorge_of_King_Xorbb,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-GOX-010,11,Antonica,Gorge of King Xorbb,Bunch of Optic Nerves,Quest material,Inventory,No,Yes,,,,,,,,,,,,,,Lord Soptyvr or eye sources,Unverified,,,,,,Named or population source,,,,,,,,,,,,,,,,,,,Bunch of Optic Nerves,Approved Gorge notable item,Gorge source,Core,High,https://eqlwiki.com/Gorge_of_King_Xorbb,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Gorge_of_King_Xorbb,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-GOX-011,11,Antonica,Gorge of King Xorbb,Damaged Annals,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,muddite recordkeeper,Unverified,,,,,,Named or population source,,,,,,,,,,,,,,,,,,,Damaged Annals,Approved Gorge notable item,Gorge source,Core,Medium,https://eqlwiki.com/Gorge_of_King_Xorbb,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,Later-era population; current EQL availability unverified,https://eqlwiki.com/Gorge_of_King_Xorbb,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,No,April 2002,,EQL Wiki,Added from approved Batch 11 audit.
B11-GOX-012,11,Antonica,Gorge of King Xorbb,Dusty Old Leg Bone,Quest item,Inventory,No,Yes,,,,,,,,,,,,,,Exact source unresolved,Unverified,,,,,,Named or population source,,,,,,,,,,,,,,,,,,,Dusty Old Leg Bone,Approved Gorge notable item,Gorge source,Core,Medium,https://eqlwiki.com/Gorge_of_King_Xorbb,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Gorge_of_King_Xorbb,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-HPH-001,11,Antonica,Highpass Hold,Shiny Brass Idol,Charged utility item,Inventory,No,Yes,,,,,,,,,,,,,,Hagnis Shralok,Unverified,,,,,,Hostile or protected settlement source,,,,,,,,,,,,,,,,,,,Shiny Brass Idol,Approved Highpass record,Highpass source,Core,High,https://eqlwiki.com/Highpass_Hold,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Highpass_Hold,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-HPH-002,11,Antonica,Highpass Hold,Shralok Pack,Container,Inventory,No,Yes,,,,,,,,,,,,,,Hagnis Shralok,Unverified,,,,,,Hostile or protected settlement source,,,,,,,,,,,,,,,,,,,Shralok Pack,Approved Highpass record,Highpass source,Core,High,https://eqlwiki.com/Highpass_Hold,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Highpass_Hold,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-HPH-003,11,Antonica,Highpass Hold,Polished Granite Tomahawk,Weapon / proc item,Inventory,No,Yes,,,,,,,,,,,,,,Grenix Mucktail,Unverified,,,,,,Hostile or protected settlement source,,,,,,,,,,,,,,,,,,,Polished Granite Tomahawk,Approved Highpass record,Highpass source,Core,High,https://eqlwiki.com/Highpass_Hold,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Highpass_Hold,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-HPH-004,11,Antonica,Highpass Hold,Mucktail Gnoll Head,Quest / faction item,Inventory,No,Yes,,,,,,,,,,,,,,Mucktail gnolls,Unverified,,,,,,Hostile or protected settlement source,,,,,,,,,,,,,,,,,,,Mucktail Gnoll Head,Approved Highpass record,Highpass source,Core,High,https://eqlwiki.com/Highpass_Hold,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Highpass_Hold,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-HPH-005,11,Antonica,Highpass Hold,Shralok Orc Head,Quest / faction item,Inventory,No,Yes,,,,,,,,,,,,,,Shralok orcs,Unverified,,,,,,Hostile or protected settlement source,,,,,,,,,,,,,,,,,,,Shralok Orc Head,Approved Highpass record,Highpass source,Core,High,https://eqlwiki.com/Highpass_Hold,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Highpass_Hold,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-HPH-006,11,Antonica,Highpass Hold,Orc Scalp,Quest / faction material,Inventory,No,Yes,,,,,,,,,,,,,,Shralok population,Unverified,,,,,,Hostile or protected settlement source,,,,,,,,,,,,,,,,,,,Orc Scalp,Approved Highpass record,Highpass source,Core,High,https://eqlwiki.com/Highpass_Hold,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Highpass_Hold,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-HPH-007,11,Antonica,Highpass Hold,Gnoll Scalp,Quest / faction material,Inventory,No,Yes,,,,,,,,,,,,,,Mucktail population,Unverified,,,,,,Hostile or protected settlement source,,,,,,,,,,,,,,,,,,,Gnoll Scalp,Approved Highpass record,Highpass source,Core,High,https://eqlwiki.com/Highpass_Hold,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Highpass_Hold,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-HPH-008,11,Antonica,Highpass Hold,Stiletto of the Bloodclaw,Weapon,Inventory,No,Yes,,,,,,,,,,,,,,Named gnoll/source,Unverified,,,,,,Hostile or protected settlement source,,,,,,,,,,,,,,,,,,,Stiletto of the Bloodclaw,Approved Highpass record,Highpass source,Core,High,https://eqlwiki.com/Highpass_Hold,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Highpass_Hold,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-HPH-009,11,Antonica,Highpass Hold,Highpass Guard Equipment Record,Research placeholder,Inventory,No,Yes,,,,,,,,,,,,,,Highpass guard population,Unverified,,,,,,Hostile or protected settlement source,,,,,,,,,,,,,,,,,,,Highpass Guard Equipment Record,Approved Highpass record,Highpass source,Core,Medium,https://eqlwiki.com/Highpass_Hold,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Highpass_Hold,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-HPH-010,11,Antonica,Highpass Hold,Merchant/Noble Named Loot Group,Research placeholder,Inventory,No,Yes,,,,,,,,,,,,,,Settlement merchants or nobles,Unverified,,,,,,Hostile or protected settlement source,,,,,,,,,,,,,,,,,,,Merchant/Noble Named Loot Group,Approved Highpass record,Highpass source,Core,Medium,https://eqlwiki.com/Highpass_Hold,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Highpass_Hold,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-HPH-011,11,Antonica,Highpass Hold,Orc Caster Research Item,Research item,Inventory,No,Yes,,,,,,,,,,,,,,Shralok caster population,Unverified,,,,,,Hostile or protected settlement source,,,,,,,,,,,,,,,,,,,Orc Caster Research Item,Approved Highpass record,Highpass source,Core,Medium,https://eqlwiki.com/Highpass_Hold,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Highpass_Hold,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-HPH-012,11,Antonica,Highpass Hold,Gnoll Caster Research Item,Research item,Inventory,No,Yes,,,,,,,,,,,,,,Mucktail caster population,Unverified,,,,,,Hostile or protected settlement source,,,,,,,,,,,,,,,,,,,Gnoll Caster Research Item,Approved Highpass record,Highpass source,Core,Medium,https://eqlwiki.com/Highpass_Hold,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Highpass_Hold,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
B11-HPH-013,11,Antonica,Highpass Hold,Highpass Quest Reward Group,Research placeholder,Inventory,No,Yes,,,,,,,,,,,,,,Zone-started quests,Unverified,,,,,,Hostile or protected settlement source,,,,,,,,,,,,,,,,,,,Highpass Quest Reward Group,Approved Highpass record,Highpass source,Core,Medium,https://eqlwiki.com/Highpass_Hold,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Further normalization required,Quarantine,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Highpass_Hold,,2026-07-22,,,No applicable official item-specific statement found,Yes,Direct or research linkage where documented,Verification state unclear,No,D,"Partial EQL linkage; exact source, effect, or item details require normalization",None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from approved Batch 11 audit.
