index,record_id,batch,continent,zone,item_name,item_category,slot,equippable,inventory_only,magic,lore,no_drop,quest_item,weight,size,classes_classic,races_classic,stats_raw,damage,delay,weapon_skill,proc_click_focus,source_npc,source_npc_level,source_npc_class,source_npc_race_type,placeholder,placeholder_level_range,nearby_enemy_level_range,spawn_type,spawn_location,respawn_timer,time_condition,special_abilities,social_or_add_risk,faction_consequences,drop_frequency,drop_rate_reported,drop_notes,era_status,tlp_status,legends_status,best_for_classes,best_for_archetypes,general_value_notes,personal_build_notes,effect_transfer_value,target_priority_general,duplicate_item_group,inclusion_reason,source_scope,core_or_supplemental,data_confidence,source_primary,source_secondary,research_notes,approved,revision,stats_classic,stats_eql,classes_eql,races_eql,source_npc_level_classic,source_npc_level_eql,eql_verification_status,eql_audit_action,eql_npc_confirmed,eql_item_confirmed,eql_drop_source_confirmed,eql_stats_match,eql_classes_match,eql_races_match,eql_effect_match,eql_spawn_match,eql_era_status,eql_wiki_source,eql_official_source,eql_last_checked,eql_changes_summary,eql_verification_notes,official_override_status,official_source_checked,eql_wiki_listing_status,eql_wiki_verification_state,current_build_confirmed,evidence_grade,evidence_strength,conflict_status,classic_original_launch,classic_historical_era,last_directly_observed,primary_evidence_layer,per_field_provenance_notes,schema_version,record_type,record_status,source_record_id,canonical_record_id,parent_record_id,related_record_ids,display_default,searchable,record_notes,faction_risk_level,faction_hits_known,faction_gains_known,city_access_risk,merchant_access_risk,quest_access_risk,initial_disposition,protected_npc_type,faction_behavior_notes,creature_family,creature_subfamily,normalized_source_name,source_name_aliases,shared_loot_family,family_faction,family_hostility,family_zone_scope,source_variant_notes,zone_type,zone_subarea,zone_wing,zone_floor,camp_or_room,location_coordinates,location_description,navigation_notes,escape_or_exit_risk,environmental_hazards,encounter_name,encounter_type,encounter_tier,encounter_group_size,encounter_raid_size,encounter_difficulty,encounter_trigger,encounter_scripted,encounter_phases,encounter_adds,encounter_failure_condition,encounter_reset_behavior,encounter_notes,placeholder_npc,placeholder_cycle,spawn_probability,spawn_count,spawn_window,respawn_variance,despawn_condition,spawn_dependencies,spawn_guaranteed,spawn_mechanics_notes,instance_status,instance_type,instance_name,instance_entry_method,instance_reuse_timer,loot_lockout_type,loot_lockout_duration,lockout_scope,lockout_applies_per_npc,lockout_applies_per_instance,lockout_bypass_conditions,instance_notes,loot_delivery_method,loot_container_name,loot_table_name,loot_table_tier,loot_pool_type,loot_roll_type,loot_quantity_min,loot_quantity_max,loot_slots_reported,loot_selection_behavior,shared_loot_notes,currency_drop,loot_delivery_notes,drop_rate_type,drop_rate_numerator,drop_rate_denominator,drop_rate_sample_size,drop_rate_pool_probability,drop_rate_item_probability,drop_rate_source,drop_rate_confidence,drop_rate_conditions,access_requirement,access_key_item,access_key_consumed,access_quest,minimum_recommended_level,minimum_group_size,minimum_raid_size,class_role_requirements,door_or_lock_requirement,levitation_required,underwater_required,resist_requirements,corpse_recovery_difficulty,bind_or_reentry_notes,access_notes,encounter_hp,encounter_ac,damage_per_hit_min,damage_per_hit_max,attacks_per_round,aoe_effects,single_target_effects,debuffs,summons_players,enrages,rampage,flurry,banishes,mem_blur,charm,fear,death_touch,resist_profile,immunity_profile,combat_mechanics_notes,raid_target,raid_classification,raid_progression_role,raid_prerequisite,contested_status,racing_or_engagement_rules,racing_line,open_world_competition,recommended_composition,raid_notes,quest_name,quest_step,quest_role,epic_class,progression_category,required_for_access,required_for_spawn,required_for_turn_in,reward_type,quest_dependency_notes,content_availability,availability_context,availability_start,availability_end,availability_condition,beta_availability_status,launch_availability_status,instance_availability_status,compatibility_action,compatibility_reason,custom_tags,alternate_names,content_group_id,data_extension_json
23,B25-SOLA-023,25,Antonica,Solusek's Eye,Scepter of Flame,Weapon,PRIMARY,Yes,No,Yes,,,,4.5,MEDIUM,ALL except NEC WIZ MAG ENC,ALL,MANA +15; SV FIRE +5; SV MAGIC +5,7,29,1H Blunt,,the solusek goblin king,30,Wizard,Goblin,Solusek Champion,,,,Solusek Goblin King room,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,Weapon ratio 0.241,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,MANA +15; SV FIRE +5; SV MAGIC +5,MANA +15; SV FIRE +5; SV MAGIC +5,ALL except NEC WIZ MAG ENC,ALL,30,30,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-023,,,Yes,Yes,,,Goblins of Fire Peak -30,,,,,Hostile,,,Goblin,,the solusek goblin king,,,Goblins of Fire Peak,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Throne branch,,,Solusek Goblin King room,,,,,,the solusek goblin king,Named / notable source,,,,,,,,,,,,Solusek Champion,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
24,B25-SOLA-024,25,Antonica,Solusek's Eye,Turquoise Eyepatch,Armor,FACE,Yes,No,Yes,,,,0.1,SMALL,ALL,ALL,AC 2; STA +2; CHA +2; INT +2,,,,,an inferno goblin torturer,27-28,Warrior,Goblin,,,,,Inferno Goblin Torturer room,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,AC 2; STA +2; CHA +2; INT +2,AC 2; STA +2; CHA +2; INT +2,ALL,ALL,27-28,27-28,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-024,,,Yes,Yes,,,Goblins of Fire Peak -30,Tribe Vrodak +10,,,,Hostile,,,Goblin,,an inferno goblin torturer,,,Goblins of Fire Peak,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Jail branch,,,Inferno Goblin Torturer room,,,,,,an inferno goblin torturer,Named / notable source,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
25,B25-SOLA-025,25,Antonica,Solusek's Eye,Glowing Stone Band,Jewelry,FINGER,Yes,No,Yes,Yes,,,0.1,TINY,ALL,ALL,AC 2,,,,Click: Worn effect: Serpent Sight,a goblin high shaman,29,Shaman,Goblin,,,,,Goblin High Shaman room,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,AC 2,AC 2,ALL,ALL,29,29,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,Changed,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-025,,,Yes,Yes,,,Goblins of Fire Peak -30,,,,,Hostile,,,Goblin,,a goblin high shaman,,,Goblins of Fire Peak,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,High Shaman branch,,,Goblin High Shaman room,,,,,,a goblin high shaman,Named / notable source,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
26,B25-SOLA-026,25,Antonica,Solusek's Eye,Platinum Dragon Totem,Weapon / Caster Item,PRIMARY SECONDARY,Yes,No,Yes,,,,0.8,SMALL,CLR DRU BRD SHM,ALL,HP +30; MANA +50,,,,,a goblin high shaman,29,Shaman,Goblin,,,,,Goblin High Shaman room,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,HP +30; MANA +50,HP +30; MANA +50,CLR DRU BRD SHM,ALL,29,29,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-026,,,Yes,Yes,,,Goblins of Fire Peak -30,,,,,Hostile,,,Goblin,,a goblin high shaman,,,Goblins of Fire Peak,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,High Shaman branch,,,Goblin High Shaman room,,,,,,a goblin high shaman,Named / notable source,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
27,B25-SOLA-027,25,Antonica,Solusek's Eye,Damask Amice,Armor,SHOULDERS,Yes,No,Yes,,,,0.3,SMALL,NEC WIZ MAG ENC,ALL,AC 2,,,,,Lynada the Exiled,29,Magician,Dark Elf,,,,,Lynada the Exiled room,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,AC 2,AC 2,NEC WIZ MAG ENC,ALL,29,29,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-027,,,Yes,Yes,,,Goblins of Fire Peak hit reported,,,,,Hostile,,,Dark Elf,,Lynada the Exiled,,,Goblins of Fire Peak,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Lynada branch,,,Lynada the Exiled room,,,,,,Lynada the Exiled,Named / notable source,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
28,B25-SOLA-028,25,Antonica,Solusek's Eye,Lord Gimblox's Signet Ring,Quest Jewelry,FINGER,Yes,No,Yes,Yes,Yes,Yes,0.1,SMALL,ALL,ALL,SV FIRE +4,,,,,Lord Gimblox,30,Warrior,Goblin,,,,,Lord Gimblox throne-room spawn,18:00 zone-level listing,,,,,,,,Epic Quests Era,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,SV FIRE +4,SV FIRE +4,ALL,ALL,30,30,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved special cycle,Epic Quests Era,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,No,Epic Quests Era,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-028,,,Yes,Yes,,,Goblins of Fire Peak -30,,,,,Hostile,,,Goblin,,Lord Gimblox,,,Goblins of Fire Peak,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Throne branch,,,Lord Gimblox throne-room spawn,,,,,,Lord Gimblox,Named / notable source,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,Cleric Epic,,Epic quest component; current quest availability unresolved,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
29,B25-SOLA-029,25,Antonica,Solusek's Eye,Firewalker Boots,Armor,FEET,Yes,No,Yes,Yes,Yes,,2.5,SMALL,ALL except NEC WIZ MAG ENC,ALL,AC 4; SV FIRE +5,,,,,a solusek mage,,Wizard,Goblin,,,,,Multiple Solusek Mage locations,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,AC 4; SV FIRE +5,AC 4; SV FIRE +5,ALL except NEC WIZ MAG ENC,ALL,,,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-029,,,Yes,Yes,,,Goblins of Fire Peak -30,,,,,Hostile,,,Goblin,,a solusek mage,,,Goblins of Fire Peak,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Solusek elite population,,,Multiple Solusek Mage locations,,,,,,a solusek mage,Named / notable source,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
30,B25-SOLA-030,25,Antonica,Solusek's Eye,Lava Potion,Charged Utility Item,,No,Yes,Yes,,,,0.4,SMALL,ALL,ALL,,,,,"Click: Inferno Shield (1 charge, cast as level 50)",a lava elemental,35,Warrior,Elemental,CWG Model MB,,,,Lava Elemental path,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,ALL,ALL,35,35,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,Changed,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-030,,,Yes,Yes,,,,,,,,Hostile,,,Elemental,,a lava elemental,,,,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Deep elemental branch,,,Lava Elemental path,,,,,,a lava elemental,Named / notable source,,,,,,,,,,,,CWG Model MB,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
31,B25-SOLA-031,25,Antonica,Solusek's Eye,Frothy Goblin Tonic,Charged Utility Item,,No,Yes,Yes,,,,0.4,SMALL,ALL,ALL,,,,,"Click: Aura of Marr (1 charge, cast as level 25)",a fire goblin drunkard,26,Magician,Goblin,Fire Goblin / Inferno Goblin Shaman,,,,Fire Goblin Drunkard room,18:00 zone-level listing,,,,,,,,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,ALL,ALL,26,26,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,Changed,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-031,,,Yes,Yes,,,Goblins of Fire Peak -30,,,,,Hostile,,,Goblin,,a fire goblin drunkard,,,Goblins of Fire Peak,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Bar complex,,,Fire Goblin Drunkard room,,,,,,a fire goblin drunkard,Named / notable source,,,,,,,,,,,,Fire Goblin / Inferno Goblin Shaman,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
32,B25-SOLA-032,25,Antonica,Solusek's Eye,Memento Box,Container,,No,Yes,,Yes,,,2.0,SMALL,ALL,ALL,,,,,,an inferno goblin torturer,27-28,Warrior,Goblin,,,,,Inferno Goblin Torturer room,18:00 zone-level listing,,,,,,,6 slots; small-item capacity; 75% weight reduction.,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,ALL,ALL,27-28,27-28,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-032,,,Yes,Yes,,,Goblins of Fire Peak -30,Tribe Vrodak +10,,,,Hostile,,,Goblin,,an inferno goblin torturer,,,Goblins of Fire Peak,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Jail branch,,,Inferno Goblin Torturer room,,,,,,an inferno goblin torturer,Named / notable source,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
33,B25-SOLA-033,25,Antonica,Solusek's Eye,"A ""Sparkle"" Purse",Container / Quest Item,,No,Yes,,Yes,Yes,Yes,0.2,SMALL,ALL,ALL,,,,,,Lynada the Exiled,29,Magician,Dark Elf,,,,,Lynada the Exiled room,18:00 zone-level listing,,,,,,,4 slots; small-item capacity; no weight reduction.,Classic,,Current EQL Wiki-listed,,,,,,,,"Notable exact-source Sol A equipment, utility, container, or narrow-family relationship.",Zone-specific,Core,High,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,ALL,ALL,29,29,Current EQL Wiki-listed; direct-build confirmation incomplete,Add,Wiki,Wiki,Wiki,No identified change,No identified change,No identified change,No identified change,Current page-listed / unresolved special cycle,Classic,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,B,Current EQL Sol A item/NPC evidence with classic historical comparison.,None identified,Yes,Classic,,Current EQL Wiki,Current fields from EQL Wiki; classic fields from Project 1999/classic baseline; Sol B sources excluded.,EQL-LOOT-1.0,loot,Active,,B25-SOLA-033,,,Yes,Yes,,,Goblins of Fire Peak hit reported,,,,,Hostile,,,Dark Elf,,Lynada the Exiled,,,Goblins of Fire Peak,Hostile,Solusek's Eye / Sol A,,Open-world indoor dungeon,Lynada branch,,,Lynada the Exiled room,,,,,,Lynada the Exiled,Named / notable source,,,,,,,,,,,,,,,,,,,,,,Open World,Open World,,,,,,,,,,,NPC Corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,Rogue Redemption,,Quest item; current quest availability separately qualified,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
34,B25-SOLA-META-001,25,Antonica,Solusek's Eye,Sol A current status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B25-SOLA-META-001,,,No,No,Available current EQL content; substantially classic-retained and not established as a comprehensive revamp.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Sol A current status,,,,,,,,,,,,Available current EQL content; substantially classic-retained and not established as a comprehensive revamp.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,zone-status,,B25-SOLA,
35,B25-SOLA-META-002,25,Antonica,Solusek's Eye,Sol A general timer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B25-SOLA-META-002,,,No,No,"Current zone-level spawn timer is 18:00, matching the classic general framework.",,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Sol A general timer,,,,,,,,,,,,"Current zone-level spawn timer is 18:00, matching the classic general framework.",,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,timers,,B25-SOLA,
36,B25-SOLA-META-003,25,Antonica,Solusek's Eye,Reckless Efreeti special cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,zone_metadata,Metadata,,B25-SOLA-META-003,,,No,No,Historical stationary Blazing Elemental placeholder uses approximately 70 minutes; current special timer unresolved.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Reckless Efreeti special cycle,,,,,,,,,,,,Historical stationary Blazing Elemental placeholder uses approximately 70 minutes; current special timer unresolved.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,timer-exception,,B25-SOLA,
