record_id,batch,continent,zone,item_name,item_category,slot,equippable,inventory_only,magic,lore,no_drop,quest_item,weight,size,classes_classic,races_classic,stats_raw,damage,delay,weapon_skill,proc_click_focus,source_npc,source_npc_level,source_npc_class,source_npc_race_type,placeholder,placeholder_level_range,nearby_enemy_level_range,spawn_type,spawn_location,respawn_timer,time_condition,special_abilities,social_or_add_risk,faction_consequences,drop_frequency,drop_rate_reported,drop_notes,era_status,tlp_status,legends_status,best_for_classes,best_for_archetypes,general_value_notes,personal_build_notes,effect_transfer_value,target_priority_general,duplicate_item_group,inclusion_reason,source_scope,core_or_supplemental,data_confidence,source_primary,source_secondary,research_notes,approved,revision,stats_classic,stats_eql,classes_eql,races_eql,source_npc_level_classic,source_npc_level_eql,eql_verification_status,eql_audit_action,eql_npc_confirmed,eql_item_confirmed,eql_drop_source_confirmed,eql_stats_match,eql_classes_match,eql_races_match,eql_effect_match,eql_spawn_match,eql_era_status,eql_wiki_source,eql_official_source,eql_last_checked,eql_changes_summary,eql_verification_notes,official_override_status,official_source_checked,eql_wiki_listing_status,eql_wiki_verification_state,current_build_confirmed,evidence_grade,evidence_strength,conflict_status,classic_original_launch,classic_historical_era,last_directly_observed,primary_evidence_layer,per_field_provenance_notes
B09-DAG-002,9,Faydwer,Dagnor's Cauldron,Barnacle-covered Pauldron,Armor,Shoulders,Yes,No,Yes,,,,,,,,Cold resistance shoulder armor; exact values require normalization,,,,,Barnacle Bones,16,,Undead,,,,Named shoreline undead,,,,,,,,,,,,,,,,,,High,Barnacle-covered Pauldron,Named cold-resist armor,Named outdoor drop,Core,Medium-High,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,Cold resistance shoulder armor; exact values require normalization,Cold resistance shoulder armor; exact values require normalization,,,16,16,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-DAG-003,9,Faydwer,Dagnor's Cauldron,Iron Leash Collar,Jewelry,Neck,Yes,No,Yes,,,,,,,,STR bonus; AGI penalty; exact values require normalization,,,,,Jetsam,Unverified,,,,,,Named shoreline creature,,,,,,,,,,,,,,,,,,High,Iron Leash Collar,Distinct named stat neck,Named outdoor drop,Core,Medium-High,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,STR bonus; AGI penalty; exact values require normalization,STR bonus; AGI penalty; exact values require normalization,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-DAG-004,9,Faydwer,Dagnor's Cauldron,Rat Bone Powder,Charged utility item,Inventory,No,Yes,,,,,,,,,,,,,Charge: Invisibility versus Undead,Jetsam,Unverified,,,,,,Named shoreline creature,,,,,,,,,,,,,,,,,High,High,Rat Bone Powder,Charged undead-invisibility utility item,Named outdoor drop,Core,High item / Medium level,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-DAG-005,9,Faydwer,Dagnor's Cauldron,Serpentskin Eyepatch,Armor,Face,Yes,No,Yes,,,,,,,,AC 3; AGI +3,,,,,Squallslither,14,,Serpent,,,,Named shoreline serpent,,,,,,,,,,,,,,,,,,High,Serpentskin Eyepatch,Named face armor,Named outdoor drop,Core,High,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,AC 3; AGI +3,AC 3; AGI +3,"All except NEC, WIZ, MAG, ENC",,14,14,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-DAG-006,9,Faydwer,Dagnor's Cauldron,Serpent Blood Potion,Charged healing item,Inventory,No,Yes,,,,,,,,,,,,,1 instant charge: Desperate Hope; casts as level 20,Squallslither,14,,Serpent,,,,Named shoreline serpent,,,,,,,,,,,,,,,,,Very High,Very High,Serpent Blood Potion,Instant charged healing utility,Named outdoor drop,Core,High,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,,,,,14,14,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-DAG-007,9,Faydwer,Dagnor's Cauldron,Reed Belt,Armor / focus item,Waist,Yes,No,Yes,,,,,,,,AC 6; WIS +5; HP +10,,,,Focus: Burning Affliction II,Bilge Farfathom,Unverified,,,,,,Named aqua-goblin encounter,,,,,,,,,,,,,,,,,Very High,Very High,Reed Belt,Universal EQL focus belt,Named outdoor/underwater drop,Core,High item / Medium level,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,AC 6; WIS +5; HP +10,AC 6; WIS +5; HP +10,All,All,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-DAG-008,9,Faydwer,Dagnor's Cauldron,Pearl Kedge Totem,Offhand / caster item,Primary / Secondary,Yes,No,Yes,,,,,,,,WIS +18; STR -9,,,,,Bilge Farfathom,Unverified,,,,,,Named aqua-goblin encounter,,,,,,,,,,,,,,,,,,Very High,Pearl Kedge Totem,Exceptional WIS offhand,Named outdoor/underwater drop,Core,High item / Medium level,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,WIS +18; STR -9,WIS +18; STR -9,"Cleric, Druid, Bard, Shaman",,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-DAG-009,9,Faydwer,Dagnor's Cauldron,Bone Totem,Offhand / caster item,Primary / Secondary,Yes,No,Yes,,,,,,,,,,,,,aqua goblin shaman,Source-dependent,,Goblin,,,,Aqua-goblin caster population,,,,,,,,,,,,,,,,,,High,Bone Totem,Notable priest/bard offhand,Outdoor/underwater creature drop,Core,Medium-High,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,,,"Cleric, Druid, Bard, Shaman",,Source-dependent,Source-dependent,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-DAG-010,9,Faydwer,Dagnor's Cauldron,Water Ring,Jewelry / quest component,Finger,Yes,No,Yes,,,Yes,,,,,AC 2,,,,,aqua goblin tidal lord,22-24,,Goblin,,,,Roaming aqua-goblin named population,,,,,,,,,,,,,Magician,,,,,High,Water Ring,Equippable Magician ring and quest component,Outdoor/underwater creature drop,Core,High,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,AC 2,AC 2,Magician,,22-24,22-24,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-DAG-011,9,Faydwer,Dagnor's Cauldron,Cauldron Shell,Quest item,Inventory,No,Yes,,,,Yes,,,,,,,,,,aqua goblin tidal lord,22-24,,Goblin,,,,Roaming aqua-goblin named population,,,,,,,Rare,,,,,,,,,,,High,Cauldron Shell,Totemic armor quest component,Outdoor/underwater creature drop,Core,High,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,,,,,22-24,22-24,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-DAG-012,9,Faydwer,Dagnor's Cauldron,Chalice of Conquest,Triggered quest item,Secondary / Inventory,Yes,No,Yes,Yes,,Yes,,,,,,,,,,Captain Klunga,35,,,,,,Triggered higher-level quest encounter,,,,,,,,,,,,,,,,,,Very High,Chalice of Conquest,Triggered final quest item,Triggered quest drop,Core,High,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,,,,,35,35,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-DAG-013,9,Faydwer,Dagnor's Cauldron,Blood Stained Note (Klunga's Blood),Trigger item,Inventory,No,Yes,,Yes,Yes,Yes,,,,,,,,,,Exiled Legionnaire,Unverified,,,,,,Quest trigger source,,,,,,,,,,,,,,,,,,High,Blood Stained Note (Klunga's Blood),Prerequisite trigger item for Captain Klunga,Outdoor quest drop,Core,High item / Medium level,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-DAG-014,9,Faydwer,Dagnor's Cauldron,Ingot of the Constant,Quest item,Inventory,No,Yes,,,,Yes,,,,,,,,,,Dwigus Lowater,Unverified,,,,,,Named quest target,,,,,,,,,,,,,,,,,,High,Ingot of the Constant,Priest armor quest component,Named outdoor quest drop,Core,High item / Medium level,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-DAG-015,9,Faydwer,Dagnor's Cauldron,Giant Wasp Venom,Quest reward effect item,Inventory,No,Yes,,,,,,,,,,,,,Combat effect: Contact Poison I,Poison Sales quest / Conium Darkblade,Quest reward,,,,,,Quest reward,,,,,,,,,,,,,,,,,High,High,Giant Wasp Venom,EQL-relevant poison-effect quest item,Quest reward,Core,High,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,,,,,Quest reward,Quest reward,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
B09-DAG-016,9,Faydwer,Dagnor's Cauldron,Dena Rod,Ground-spawn quest item,Inventory,No,Yes,,Yes,Yes,Yes,,,,,,,,,,None,,,,,,,Ground spawn,"Approximately -890, -740",,,,,,,,,,,,,,,,,Very High,Dena Rod,Wizard quest component with non-NPC acquisition,Ground spawn,Core,High,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,,,,,,,EQL Wiki Linked — Verification State Unclear,Add,Not applicable,Yes,Ground spawn,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Ground-spawn location is EQL-wiki linked; do not treat as NPC loot.
B09-DAG-017,9,Faydwer,Dagnor's Cauldron,Part of Tasarin's Grimoire Pg. 312,Research / quest item,Inventory,No,Yes,,Yes,,Yes,,,,,,,,,,orc scout,Unverified,,Orc,,,,Outdoor orc source,,,,,,,Ultra-rare,,,,,,,,,,,High,Part of Tasarin's Grimoire Pg. 312,Named research page,Outdoor creature drop,Core,High item / Medium level,https://eqlwiki.com/Dagnor%27s_Cauldron,,,Yes,4,,,,,Unverified,Unverified,EQL Wiki Linked — Verification State Unclear,Add,Yes,Yes,Yes,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,EQL is primary for new row,Yes,EQL Wiki linked; current-build availability not directly observed,https://eqlwiki.com/Dagnor%27s_Cauldron,,2026-07-22,,,No applicable official statement found,Yes,"Direct zone/NPC/item, quest, or ground-spawn linkage where documented",Verification state unclear,No public direct observation found,C,EQL Wiki linked; classic baseline retained,None identified,Unverified,Classic-era baseline,,EQL Wiki,Added from EQL Wiki linkage; classic sources retained for later comparison.
